Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Name,Customer Segment,Department Name,Market,Order City,Order Country,order date (DateOrders),Order Id,Order Item Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order Status,Product Name,Product Price,shipping date (DateOrders),Shipping Mode
TRANSFER,5,4,120.21,359.98,Shipping canceled,0,Fishing,Consumer,Fan Shop,Pacific Asia,India,India,6/10/2017 15:27,11394,23438,40.0,0.1,399.98,1,399.98,359.98,120.21,South Asia,SUSPECTED_FRAUD,Field & Stream Sportsman 16 Gun Fire Safe,399.98,6/15/2017 15:27,Standard Class
TRANSFER,5,4,19.09,59.39,Shipping canceled,0,Cleats,Consumer,Apparel,Pacific Asia,India,India,6/10/2017 15:27,11394,23439,0.6,0.01,59.99,1,59.99,59.39,19.09,South Asia,SUSPECTED_FRAUD,Perfect Fitness Perfect Rip Deck,59.99,6/15/2017 15:27,Standard Class
DEBIT,3,2,18.8,37.59,Late delivery,1,Girls' Apparel,Home Office,Apparel,Europe,Ireland,Ireland,10/17/2015 8:34,11395,23440,2.4,0.06,39.99,1,39.99,37.59,18.8,Northern Europe,CLOSED,Under Armour Girls' Toddler Spine Surge Runni,39.99,10/20/2015 8:34,Second Class
DEBIT,3,2,129.21,327.98,Late delivery,1,Fishing,Home Office,Fan Shop,Europe,Ireland,Ireland,10/17/2015 8:34,11395,23441,72.0,0.18,399.98,1,399.98,327.98,129.21,Northern Europe,CLOSED,Field & Stream Sportsman 16 Gun Fire Safe,399.98,10/20/2015 8:34,Second Class
PAYMENT,4,2,44.85,195.99,Shipping canceled,0,Water Sports,Corporate,Fan Shop,USCA,United States,United States,12/3/2017 13:28,11396,23442,4.0,0.02,199.99,1,199.99,195.99,44.85,East of USA,CANCELED,Pelican Sunstream 100 Kayak,199.99,12/7/2017 13:28,Second Class
PAYMENT,4,4,-34.08,81.99,Shipping on time,0,Cardio Equipment,Consumer,Footwear,Pacific Asia,South Korea,South Korea,9/14/2016 16:03,11397,23443,18.0,0.18,99.99,1,99.99,81.99,-34.08,Eastern Asia,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,9/18/2016 16:03,Standard Class
DEBIT,2,1,81.67,247.49,Late delivery,1,Camping & Hiking,Corporate,Outdoors,Europe,Sweden,Sweden,1/28/2015 21:11,11398,23444,2.5,0.01,249.99,1,249.99,247.49,81.67,Northern Europe,PROCESSING,Coleman 8-Person Instant Tent,249.99,1/30/2015 21:11,First Class
PAYMENT,5,2,-64.14,199.2,Late delivery,1,Golf Apparel,Consumer,Golf,Europe,Portugal,Portugal,10/20/2015 21:22,11399,23445,40.8,0.17,80.0,3,240.0,199.2,-64.14,Southern Europe,COMPLETE,LIJA Women's Button Golf Dress,80.0,10/25/2015 21:22,Second Class
PAYMENT,6,4,32.97,599.99,Late delivery,1,Fitness Accessories,Home Office,Fitness,Pacific Asia,Indonesia,Indonesia,7/4/2017 0:18,11400,23446,0.0,0.0,599.99,1,599.99,599.99,32.97,Southeast Asia,PENDING,Bowflex SelectTech 1090 Dumbbells,599.99,7/10/2017 0:18,Standard Class
PAYMENT,2,4,45.32,99.0,Advance shipping,0,Women's Apparel,,Golf,USCA,United States,United States,5/22/2015 12:10,11401,23447,1.0,0.01,50.0,2,100.0,99.0,45.32,East of USA,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,5/24/2015 12:10,Standard Class
TRANSFER,3,4,-9.32,24.9,Shipping canceled,0,Men's Clothing,Home Office,Apparel,Africa,Egypt,Egypt,12/6/2015 8:00,11402,23448,5.1,0.17,30.0,1,30.0,24.9,-9.32,North Africa,SUSPECTED_FRAUD,Columbia Men's PFG Anchor Tough T-Shirt,30.0,12/9/2015 8:00,Standard Class
TRANSFER,3,4,5.31,88.0,Shipping canceled,0,Women's Apparel,Home Office,Golf,Africa,Egypt,Egypt,12/6/2015 8:00,11402,23449,12.0,0.12,50.0,2,100.0,88.0,5.31,North Africa,SUSPECTED_FRAUD,Nike Men's Dri-FIT Victory Golf Polo,50.0,12/9/2015 8:00,Standard Class
TRANSFER,2,4,41.06,90.99,Advance shipping,0,Cardio Equipment,Corporate,Footwear,USCA,United States,United States,10/16/2017 10:12,11403,23450,9.0,0.09,99.99,1,99.99,90.99,41.06,South of USA,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,10/18/2017 10:12,Standard Class
TRANSFER,2,4,2.64,25.5,Advance shipping,0,Men's Clothing,Corporate,Apparel,USCA,United States,United States,10/16/2017 10:12,11403,23451,4.5,0.15,30.0,1,30.0,25.5,2.64,South of USA,COMPLETE,Columbia Men's PFG Anchor Tough T-Shirt,30.0,10/18/2017 10:12,Standard Class
CASH,5,4,106.16,1245.0,Late delivery,1,Computers,Corporate,Technology,LATAM,Haiti,Haiti,2/10/2015 3:31,11404,23452,255.0,0.17,1500.0,1,1500.0,1245.0,106.16,Caribbean,PENDING_PAYMENT,Dell Laptop,1500.0,2/15/2015 3:31,Standard Class
TRANSFER,6,4,14.51,237.49,Late delivery,1,Camping & Hiking,Corporate,Outdoors,LATAM,Haiti,Haiti,2/26/2017 2:40,11405,23453,12.5,0.05,249.99,1,249.99,237.49,14.51,Caribbean,CLOSED,Coleman 8-Person Instant Tent,249.99,3/4/2017 2:40,Standard Class
DEBIT,2,1,2.07,21.12,Late delivery,1,Golf Gloves,Home Office,Golf,USCA,United States,United States,10/12/2015 17:36,11406,23454,0.88,0.04,22.0,1,22.0,21.12,2.07,East of USA,PENDING_PAYMENT,Hirzl Women's Soffft Flex Golf Glove,22.0,10/14/2015 17:36,First Class
DEBIT,2,1,28.11,56.23,Late delivery,1,Golf Gloves,Home Office,Golf,USCA,United States,United States,10/12/2015 17:36,11406,23455,18.74,0.25,24.99,3,74.97,56.23,28.11,East of USA,PENDING_PAYMENT,Team Golf Pittsburgh Steelers Putter Grip,24.99,10/14/2015 17:36,First Class
CASH,2,4,52.96,163.99,Advance shipping,0,Water Sports,Consumer,Fan Shop,USCA,United States,United States,10/16/2015 20:52,11407,23456,36.0,0.18,199.99,1,199.99,163.99,52.96,East of USA,COMPLETE,Pelican Sunstream 100 Kayak,199.99,10/18/2015 20:52,Standard Class
CASH,2,4,20.24,56.97,Advance shipping,0,Golf Gloves,Consumer,Golf,USCA,United States,United States,10/16/2015 20:52,11407,23457,3.0,0.05,19.99,3,59.97,56.97,20.24,East of USA,COMPLETE,Glove It Women's Imperial Golf Glove,19.99,10/18/2015 20:52,Standard Class
CASH,2,4,6.39,32.79,Advance shipping,0,Girls' Apparel,Consumer,Apparel,USCA,United States,United States,10/16/2015 20:52,11407,23458,7.2,0.18,39.99,1,39.99,32.79,6.39,East of USA,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,10/18/2015 20:52,Standard Class
DEBIT,6,2,-4.48,24.9,Late delivery,1,Men's Clothing,Corporate,Apparel,LATAM,Haiti,Haiti,1/12/2015 1:57,11408,23459,5.1,0.17,30.0,1,30.0,24.9,-4.48,Caribbean,COMPLETE,Columbia Men's PFG Anchor Tough T-Shirt,30.0,1/18/2015 1:57,Second Class
DEBIT,6,2,51.02,296.97,Late delivery,1,Cardio Equipment,Corporate,Footwear,LATAM,Haiti,Haiti,1/12/2015 1:57,11408,23460,3.0,0.01,99.99,3,299.97,296.97,51.02,Caribbean,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,1/18/2015 1:57,Second Class
CASH,1,0,23.37,87.99,Late delivery,1,Cardio Equipment,Consumer,Footwear,LATAM,Argentina,Argentina,9/26/2017 2:41,11409,23461,12.0,0.12,99.99,1,99.99,87.99,23.37,South America,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,9/27/2017 2:41,Same Day
PAYMENT,2,4,4.38,46.98,Shipping canceled,0,Indoor/Outdoor Games,Consumer,Fan Shop,Europe,Germany,Germany,6/4/2016 21:12,11410,23462,3.0,0.06,49.98,1,49.98,46.98,4.38,Western Europe,CANCELED,O'Brien Men's Neoprene Life Vest,49.98,6/6/2016 21:12,Standard Class
PAYMENT,2,4,-0.78,81.0,Shipping canceled,0,Men's Clothing,Consumer,Apparel,Europe,Germany,Germany,6/4/2016 21:12,11410,23463,9.0,0.1,30.0,3,90.0,81.0,-0.78,Western Europe,CANCELED,Columbia Men's PFG Anchor Tough T-Shirt,30.0,6/6/2016 21:12,Standard Class
PAYMENT,2,4,-3.22,75.2,Shipping canceled,0,Golf Apparel,Consumer,Golf,Europe,Germany,Germany,6/4/2016 21:12,11410,23464,4.8,0.06,80.0,1,80.0,75.2,-3.22,Western Europe,CANCELED,LIJA Women's Button Golf Dress,80.0,6/6/2016 21:12,Standard Class
PAYMENT,2,4,53.16,299.95,Shipping canceled,0,Cleats,Consumer,Apparel,Europe,Germany,Germany,6/4/2016 21:12,11410,23465,0.0,0.0,59.99,5,299.95,299.95,53.16,Western Europe,CANCELED,Perfect Fitness Perfect Rip Deck,59.99,6/6/2016 21:12,Standard Class
CASH,3,2,-60.5,207.49,Late delivery,1,Camping & Hiking,Consumer,Outdoors,Europe,Spain,Spain,12/26/2017 9:02,11411,23466,42.5,0.17,249.99,1,249.99,207.49,-60.5,Southern Europe,PENDING,Coleman 8-Person Instant Tent,249.99,12/29/2017 9:02,Second Class
CASH,3,2,0.36,9.89,Late delivery,1,Golf Shoes,Consumer,Golf,Europe,Spain,Spain,12/26/2017 9:02,11411,23467,0.1,0.01,9.99,1,9.99,9.89,0.36,Southern Europe,PENDING,Clicgear 8.0 Shoe Brush,9.99,12/29/2017 9:02,Second Class
TRANSFER,6,2,4.63,40.98,Late delivery,1,Indoor/Outdoor Games,Consumer,Fan Shop,Africa,South Africa,South Africa,9/29/2017 6:44,11412,23468,9.0,0.18,49.98,1,49.98,40.98,4.63,Southern Africa,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,10/5/2017 6:44,Second Class
TRANSFER,6,2,-4.09,29.4,Late delivery,1,Men's Clothing,Consumer,Apparel,Africa,South Africa,South Africa,9/29/2017 6:44,11412,23469,0.6,0.02,30.0,1,30.0,29.4,-4.09,Southern Africa,COMPLETE,Columbia Men's PFG Anchor Tough T-Shirt,30.0,10/5/2017 6:44,Second Class
TRANSFER,6,2,-4.35,151.99,Late delivery,1,Soccer,Consumer,Fan Shop,Africa,South Africa,South Africa,9/29/2017 6:44,11412,23470,8.0,0.05,159.99,1,159.99,151.99,-4.35,Southern Africa,COMPLETE,adidas Brazuca 2014 Official Match Ball,159.99,10/5/2017 6:44,Second Class
TRANSFER,6,2,29.07,90.99,Late delivery,1,Cardio Equipment,Consumer,Footwear,Africa,South Africa,South Africa,9/29/2017 6:44,11412,23471,9.0,0.09,99.99,1,99.99,90.99,29.07,Southern Africa,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,10/5/2017 6:44,Second Class
TRANSFER,2,1,-74.52,175.98,Late delivery,1,Cardio Equipment,Corporate,Footwear,Pacific Asia,Indonesia,Indonesia,3/19/2017 13:43,11413,23472,24.0,0.12,99.99,2,199.98,175.98,-74.52,Southeast Asia,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,3/21/2017 13:43,First Class
DEBIT,3,2,39.48,118.7,Late delivery,1,Golf Gloves,Consumer,Golf,LATAM,Haiti,Haiti,2/1/2016 22:05,11414,23473,6.25,0.05,24.99,5,124.95,118.7,39.48,Caribbean,COMPLETE,Team Golf Pittsburgh Steelers Putter Grip,24.99,2/4/2016 22:05,Second Class
CASH,5,4,-12.61,32.78,Late delivery,1,Golf Gloves,Consumer,Golf,Pacific Asia,Philippines,Philippines,1/7/2017 11:11,11415,23474,7.2,0.18,19.99,2,39.98,32.78,-12.61,Southeast Asia,PENDING,Glove It Women's Imperial Golf Glove,19.99,1/12/2017 11:11,Standard Class
PAYMENT,2,4,-39.38,339.98,Advance shipping,0,Fishing,Consumer,Fan Shop,Europe,Sweden,Sweden,9/9/2016 14:18,11416,23475,60.0,0.15,399.98,1,399.98,339.98,-39.38,Northern Europe,PENDING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,9/11/2016 14:18,Standard Class
PAYMENT,2,4,36.74,181.99,Advance shipping,0,Water Sports,Consumer,Fan Shop,Europe,Sweden,Sweden,9/9/2016 14:18,11416,23476,18.0,0.09,199.99,1,199.99,181.99,36.74,Northern Europe,PENDING,Pelican Sunstream 100 Kayak,199.99,9/11/2016 14:18,Standard Class
PAYMENT,2,4,62.99,137.16,Advance shipping,0,Accessories,Consumer,Outdoors,Europe,Sweden,Sweden,9/9/2016 14:18,11416,23477,2.8,0.02,34.99,4,139.96,137.16,62.99,Northern Europe,PENDING,Under Armour Hustle Storm Medium Duffle Bag,34.99,9/11/2016 14:18,Standard Class
PAYMENT,2,4,19.7,49.79,Advance shipping,0,Cleats,Consumer,Apparel,Europe,Sweden,Sweden,9/9/2016 14:18,11416,23478,10.2,0.17,59.99,1,59.99,49.79,19.7,Northern Europe,PENDING,Perfect Fitness Perfect Rip Deck,59.99,9/11/2016 14:18,Standard Class
PAYMENT,2,4,26.48,180.0,Advance shipping,0,Golf Apparel,Consumer,Golf,Europe,Sweden,Sweden,9/9/2016 14:18,11416,23479,60.0,0.25,80.0,3,240.0,180.0,26.48,Northern Europe,PENDING,LIJA Women's Button Golf Dress,80.0,9/11/2016 14:18,Standard Class
DEBIT,6,4,30.78,211.16,Late delivery,1,Golf Balls,Corporate,Golf,LATAM,Colombia,Colombia,7/18/2016 15:01,11417,23480,28.79,0.12,47.99,5,239.95,211.16,30.78,South America,ON_HOLD,Titleist Pro V1 High Numbers Golf Balls,47.99,7/24/2016 15:01,Standard Class
TRANSFER,3,2,0.65,40.98,Shipping canceled,0,Indoor/Outdoor Games,Corporate,Fan Shop,Pacific Asia,Bangladesh,Bangladesh,2/23/2017 1:19,11418,23481,9.0,0.18,49.98,1,49.98,40.98,0.65,South Asia,SUSPECTED_FRAUD,O'Brien Men's Neoprene Life Vest,49.98,2/26/2017 1:19,Second Class
TRANSFER,3,2,234.63,469.99,Shipping canceled,0,Accessories,Corporate,Outdoors,Pacific Asia,Bangladesh,Bangladesh,2/23/2017 1:19,11418,23482,30.0,0.06,499.99,1,499.99,469.99,234.63,South Asia,SUSPECTED_FRAUD,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,499.99,2/26/2017 1:19,Second Class
TRANSFER,3,2,51.91,127.99,Shipping canceled,0,Soccer,Corporate,Fan Shop,Pacific Asia,Bangladesh,Bangladesh,2/23/2017 1:19,11418,23483,32.0,0.2,159.99,1,159.99,127.99,51.91,South Asia,SUSPECTED_FRAUD,adidas Brazuca 2014 Official Match Ball,159.99,2/26/2017 1:19,Second Class
TRANSFER,2,1,141.76,293.97,Shipping canceled,0,Cardio Equipment,,Footwear,Europe,Portugal,Portugal,6/14/2015 6:51,11419,23484,6.0,0.02,99.99,3,299.97,293.97,141.76,Southern Europe,SUSPECTED_FRAUD,Nike Men's Free 5.0+ Running Shoe,99.99,6/16/2015 6:51,First Class
TRANSFER,2,1,46.82,247.5,Late delivery,1,Women's Apparel,Corporate,Golf,Pacific Asia,New Zealand,New Zealand,11/7/2015 14:43,11420,23485,2.5,0.01,50.0,5,250.0,247.5,46.82,Oceania,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,11/9/2015 14:43,First Class
DEBIT,2,2,15.45,57.59,Shipping on time,0,Cleats,Consumer,Apparel,Pacific Asia,Iran,Iran,6/20/2017 7:45,11421,23486,2.4,0.04,59.99,1,59.99,57.59,15.45,West Asia,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,6/22/2017 7:45,Second Class
TRANSFER,3,2,56.84,212.49,Late delivery,1,Camping & Hiking,Consumer,Outdoors,Europe,Germany,Germany,10/22/2016 11:57,11422,23487,37.5,0.15,249.99,1,249.99,212.49,56.84,Western Europe,PENDING_PAYMENT,Coleman 8-Person Instant Tent,249.99,10/25/2016 11:57,Second Class
TRANSFER,4,4,-6.13,21.12,Shipping on time,0,Golf Gloves,Consumer,Golf,Europe,Sweden,Sweden,2/13/2015 9:54,11423,23488,0.88,0.04,22.0,1,22.0,21.12,-6.13,Northern Europe,COMPLETE,Hirzl Women's Soffft Flex Golf Glove,22.0,2/17/2015 9:54,Standard Class
TRANSFER,4,4,192.0,384.0,Shipping on time,0,Golf Apparel,Consumer,Golf,Europe,Sweden,Sweden,2/13/2015 9:54,11423,23489,16.0,0.04,80.0,5,400.0,384.0,192.0,Northern Europe,COMPLETE,LIJA Women's Button Golf Dress,80.0,2/17/2015 9:54,Standard Class
TRANSFER,3,4,-9.59,41.48,Advance shipping,0,Indoor/Outdoor Games,Consumer,Fan Shop,Pacific Asia,Turkey,Turkey,7/15/2016 4:03,11424,23490,8.5,0.17,49.98,1,49.98,41.48,-9.59,West Asia,ON_HOLD,O'Brien Men's Neoprene Life Vest,49.98,7/18/2016 4:03,Standard Class
TRANSFER,3,4,7.78,29.04,Advance shipping,0,Accessories,Consumer,Outdoors,Pacific Asia,Turkey,Turkey,7/15/2016 4:03,11424,23491,5.95,0.17,34.99,1,34.99,29.04,7.78,West Asia,ON_HOLD,Under Armour Hustle Storm Medium Duffle Bag,34.99,7/18/2016 4:03,Standard Class
TRANSFER,3,4,-0.46,37.5,Advance shipping,0,Women's Apparel,Consumer,Golf,Pacific Asia,Turkey,Turkey,7/15/2016 4:03,11424,23492,12.5,0.25,50.0,1,50.0,37.5,-0.46,West Asia,ON_HOLD,Nike Men's Dri-FIT Victory Golf Polo,50.0,7/18/2016 4:03,Standard Class
CASH,3,4,-8.04,89.98,Advance shipping,0,Girls' Apparel,Home Office,Apparel,LATAM,Mexico,Mexico,6/30/2017 7:43,11425,23493,29.99,0.25,39.99,3,119.97,89.98,-8.04,Central America,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,7/3/2017 7:43,Standard Class
CASH,3,4,40.45,145.59,Advance shipping,0,Soccer,Home Office,Fan Shop,LATAM,Mexico,Mexico,6/30/2017 7:43,11425,23494,14.4,0.09,159.99,1,159.99,145.59,40.45,Central America,PENDING_PAYMENT,adidas Brazuca 2014 Official Match Ball,159.99,7/3/2017 7:43,Standard Class
DEBIT,2,1,-77.53,391.98,Late delivery,1,Fishing,Corporate,Fan Shop,USCA,United States,United States,5/28/2015 14:42,11426,23495,8.0,0.02,399.98,1,399.98,391.98,-77.53,US Center,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,5/30/2015 14:42,First Class
DEBIT,2,1,48.3,123.49,Late delivery,1,Men's Footwear,Corporate,Apparel,USCA,United States,United States,5/28/2015 14:42,11426,23496,6.5,0.05,129.99,1,129.99,123.49,48.3,US Center,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,5/30/2015 14:42,First Class
DEBIT,2,1,-2.88,33.19,Late delivery,1,Girls' Apparel,Corporate,Apparel,USCA,United States,United States,5/28/2015 14:42,11426,23497,6.8,0.17,39.99,1,39.99,33.19,-2.88,US Center,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,5/30/2015 14:42,First Class
DEBIT,3,4,105.81,328.99,Advance shipping,0,Electronics,Corporate,Outdoors,Pacific Asia,Turkey,Turkey,12/25/2016 13:00,11427,23498,21.0,0.06,349.99,1,349.99,328.99,105.81,West Asia,PENDING,Garmin Forerunner 910XT GPS Watch,349.99,12/28/2016 13:00,Standard Class
DEBIT,3,4,38.56,97.96,Advance shipping,0,Golf Gloves,Corporate,Golf,Pacific Asia,Turkey,Turkey,12/25/2016 13:00,11427,23499,2.0,0.02,24.99,4,99.96,97.96,38.56,West Asia,PENDING,Team Golf Pittsburgh Steelers Putter Grip,24.99,12/28/2016 13:00,Standard Class
DEBIT,3,4,2.48,17.99,Advance shipping,0,Golf Gloves,Corporate,Golf,Pacific Asia,Turkey,Turkey,12/25/2016 13:00,11427,23500,2.0,0.1,19.99,1,19.99,17.99,2.48,West Asia,PENDING,Glove It Women's Imperial Golf Glove,19.99,12/28/2016 13:00,Standard Class
CASH,2,4,4.04,19.8,Advance shipping,0,Golf Gloves,Corporate,Golf,LATAM,Guatemala,Guatemala,12/21/2017 4:35,11428,23501,2.2,0.1,22.0,1,22.0,19.8,4.04,Central America,COMPLETE,Hirzl Women's Soffft Flex Golf Glove,22.0,12/23/2017 4:35,Standard Class
TRANSFER,5,4,15.1,42.48,Late delivery,1,Indoor/Outdoor Games,Consumer,Fan Shop,USCA,United States,United States,9/15/2016 19:20,11429,23502,7.5,0.15,49.98,1,49.98,42.48,15.1,West of USA,PENDING,O'Brien Men's Neoprene Life Vest,49.98,9/20/2016 19:20,Standard Class
TRANSFER,5,4,14.14,47.0,Late delivery,1,Women's Apparel,Consumer,Golf,USCA,United States,United States,9/15/2016 19:20,11429,23503,3.0,0.06,50.0,1,50.0,47.0,14.14,West of USA,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,9/20/2016 19:20,Standard Class
TRANSFER,5,4,-60.05,182.36,Late delivery,1,Golf Balls,Consumer,Golf,USCA,United States,United States,9/15/2016 19:20,11429,23504,9.6,0.05,47.99,4,191.96,182.36,-60.05,West of USA,PENDING,Titleist Pro V1 High Numbers Golf Balls,47.99,9/20/2016 19:20,Standard Class
DEBIT,2,4,21.61,98.99,Advance shipping,0,Cardio Equipment,Consumer,Footwear,USCA,United States,United States,8/8/2017 7:16,11430,23505,1.0,0.01,99.99,1,99.99,98.99,21.61,South of USA,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,8/10/2017 7:16,Standard Class
DEBIT,2,4,12.07,54.59,Advance shipping,0,Cleats,Consumer,Apparel,USCA,United States,United States,8/8/2017 7:16,11430,23506,5.4,0.09,59.99,1,59.99,54.59,12.07,South of USA,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,8/10/2017 7:16,Standard Class
DEBIT,2,4,-1.9,118.97,Advance shipping,0,Accessories,Consumer,Outdoors,USCA,United States,United States,8/8/2017 7:16,11430,23507,20.99,0.15,34.99,4,139.96,118.97,-1.9,South of USA,PENDING_PAYMENT,Under Armour Hustle Storm Medium Duffle Bag,34.99,8/10/2017 7:16,Standard Class
TRANSFER,2,1,-5.97,47.99,Late delivery,1,Cleats,Consumer,Apparel,LATAM,Haiti,Haiti,11/23/2015 17:07,11431,23508,12.0,0.2,59.99,1,59.99,47.99,-5.97,Caribbean,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,11/25/2015 17:07,First Class
TRANSFER,2,1,19.43,263.97,Late delivery,1,Cardio Equipment,Corporate,Footwear,Europe,Russia,Russia,11/30/2015 22:29,11432,23509,36.0,0.12,99.99,3,299.97,263.97,19.43,Eastern Europe,PENDING,Nike Men's Free 5.0+ Running Shoe,99.99,12/2/2015 22:29,First Class
CASH,2,4,9.69,290.49,Advance shipping,0,Electronics,Corporate,Outdoors,Pacific Asia,Turkey,Turkey,11/17/2015 9:36,11433,23510,59.5,0.17,349.99,1,349.99,290.49,9.69,West Asia,CLOSED,Garmin Forerunner 910XT GPS Watch,349.99,11/19/2015 9:36,Standard Class
CASH,2,4,34.34,80.0,Advance shipping,0,Golf Apparel,Corporate,Golf,Pacific Asia,Turkey,Turkey,11/17/2015 9:36,11433,23511,0.0,0.0,80.0,1,80.0,80.0,34.34,West Asia,CLOSED,LIJA Women's Button Golf Dress,80.0,11/19/2015 9:36,Standard Class
TRANSFER,6,4,-5.01,47.0,Late delivery,1,Women's Apparel,Home Office,Golf,Pacific Asia,Indonesia,Indonesia,10/23/2017 3:00,11434,23512,3.0,0.06,50.0,1,50.0,47.0,-5.01,Southeast Asia,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,10/29/2017 3:00,Standard Class
PAYMENT,4,4,25.91,195.99,Shipping on time,0,Water Sports,Consumer,Fan Shop,Europe,Spain,Spain,11/29/2015 20:01,11435,23513,4.0,0.02,199.99,1,199.99,195.99,25.91,Southern Europe,CLOSED,Pelican Sunstream 100 Kayak,199.99,12/3/2015 20:01,Standard Class
PAYMENT,4,4,-27.66,99.99,Shipping on time,0,Cardio Equipment,Consumer,Footwear,Europe,Spain,Spain,11/29/2015 20:01,11435,23514,0.0,0.0,99.99,1,99.99,99.99,-27.66,Southern Europe,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,12/3/2015 20:01,Standard Class
PAYMENT,4,4,5.18,22.5,Shipping on time,0,Men's Clothing,Consumer,Apparel,Europe,Spain,Spain,11/29/2015 20:01,11435,23515,7.5,0.25,30.0,1,30.0,22.5,5.18,Southern Europe,CLOSED,Columbia Men's PFG Anchor Tough T-Shirt,30.0,12/3/2015 20:01,Standard Class
DEBIT,6,4,-20.96,160.0,Late delivery,1,Women's Apparel,Home Office,Golf,USCA,United States,United States,7/28/2016 10:43,11436,23516,40.0,0.2,50.0,4,200.0,160.0,-20.96,South of USA,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,8/3/2016 10:43,Standard Class
PAYMENT,4,4,-3.3,29.7,Shipping on time,0,Men's Clothing,Consumer,Apparel,Pacific Asia,Pakistan,Pakistan,8/16/2015 18:37,11437,23517,0.3,0.01,30.0,1,30.0,29.7,-3.3,South Asia,PROCESSING,Columbia Men's PFG Anchor Tough T-Shirt,30.0,8/20/2015 18:37,Standard Class
TRANSFER,5,4,-22.41,123.49,Late delivery,1,Men's Footwear,Consumer,Apparel,Europe,Ukraine,Ukraine,4/18/2015 10:19,11438,23518,6.5,0.05,129.99,1,129.99,123.49,-22.41,Eastern Europe,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,4/23/2015 10:19,Standard Class
PAYMENT,3,4,5.94,127.39,Advance shipping,0,Men's Footwear,Consumer,Apparel,Europe,United Kingdom,United Kingdom,1/27/2015 15:08,11439,23519,2.6,0.02,129.99,1,129.99,127.39,5.94,Northern Europe,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,1/30/2015 15:08,Standard Class
PAYMENT,3,4,-5.24,224.99,Advance shipping,0,Camping & Hiking,,Outdoors,Europe,United Kingdom,United Kingdom,1/27/2015 15:08,11439,23520,25.0,0.1,249.99,1,249.99,224.99,-5.24,Northern Europe,COMPLETE,Coleman 8-Person Instant Tent,249.99,1/30/2015 15:08,Standard Class
PAYMENT,3,4,29.7,132.77,Advance shipping,0,Girls' Apparel,Consumer,Apparel,Europe,United Kingdom,United Kingdom,1/27/2015 15:08,11439,23521,27.19,0.17,39.99,4,159.96,132.77,29.7,Northern Europe,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,1/30/2015 15:08,Standard Class
CASH,6,4,10.91,47.98,Late delivery,1,Indoor/Outdoor Games,Home Office,Fan Shop,Europe,Netherlands,Netherlands,7/29/2015 13:41,11440,23522,2.0,0.04,49.98,1,49.98,47.98,10.91,Western Europe,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,8/4/2015 13:41,Standard Class
CASH,6,4,80.0,159.99,Late delivery,1,Soccer,Home Office,Fan Shop,Europe,Netherlands,Netherlands,7/29/2015 13:41,11440,23523,0.0,0.0,159.99,1,159.99,159.99,80.0,Western Europe,COMPLETE,adidas Brazuca 2014 Official Match Ball,159.99,8/4/2015 13:41,Standard Class
CASH,6,4,5.71,40.0,Late delivery,1,Women's Apparel,Home Office,Golf,Europe,Netherlands,Netherlands,7/29/2015 13:41,11440,23524,10.0,0.2,50.0,1,50.0,40.0,5.71,Western Europe,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,8/4/2015 13:41,Standard Class
